Loaded config from: /opt/ddcontroller/config/default.yaml
Labeled: Default Robot Config
0.224 m/s	-0.138 rad/s
0.225 m/s	-0.275 rad/s
0.23 m/s	-0.435 rad/s
0.223 m/s	-0.068 rad/s
0.226 m/s	-0.302 rad/s
0.228 m/s	-0.102 rad/s
0.229 m/s	-0.366 rad/s
0.222 m/s	-0.366 rad/s
0.227 m/s	-0.275 rad/s
0.226 m/s	-0.343 rad/s
0.227 m/s	-0.04 rad/s
0.224 m/s	-0.1 rad/s
0.216 m/s	0.023 rad/s
0.225 m/s	-0.069 rad/s
0.219 m/s	-0.022 rad/s
0.22 m/s	0.046 rad/s
0.225 m/s	0.031 rad/s
0.222 m/s	-0.052 rad/s
0.233 m/s	-0.183 rad/s
0.218 m/s	-0.023 rad/s
0.23 m/s	-0.16 rad/s
0.23 m/s	-0.161 rad/s
0.222 m/s	-0.046 rad/s
0.226 m/s	0.008 rad/s
0.227 m/s	-0.024 rad/s
0.23 m/s	-0.112 rad/s
0.222 m/s	0.001 rad/s
0.218 m/s	0.0 rad/s
0.22 m/s	-0.091 rad/s
0.225 m/s	-0.163 rad/s
0.218 m/s	-0.114 rad/s
0.22 m/s	-0.045 rad/s
0.224 m/s	-0.183 rad/s
0.228 m/s	-0.16 rad/s
0.225 m/s	-0.297 rad/s
0.226 m/s	-0.217 rad/s
0.227 m/s	-0.361 rad/s
0.228 m/s	-0.297 rad/s
0.222 m/s	-0.137 rad/s
0.218 m/s	-0.367 rad/s
0.226 m/s	-0.206 rad/s
0.225 m/s	-0.33 rad/s
0.225 m/s	-0.241 rad/s
0.225 m/s	-0.298 rad/s
0.223 m/s	-0.343 rad/s
0.221 m/s	-0.069 rad/s
0.23 m/s	-0.115 rad/s
0.217 m/s	-0.081 rad/s
0.222 m/s	-0.077 rad/s
0.214 m/s	-0.115 rad/s
0.222 m/s	-0.091 rad/s
0.225 m/s	-0.117 rad/s
0.22 m/s	-0.043 rad/s
0.233 m/s	0.021 rad/s
0.224 m/s	-0.073 rad/s
0.234 m/s	-0.115 rad/s
0.223 m/s	-0.046 rad/s
0.222 m/s	-0.137 rad/s
0.228 m/s	-0.115 rad/s
0.221 m/s	-0.022 rad/s
0.228 m/s	-0.07 rad/s
0.215 m/s	0.139 rad/s
0.228 m/s	-0.114 rad/s
0.225 m/s	0.022 rad/s
0.216 m/s	0.138 rad/s
0.227 m/s	-0.046 rad/s
0.227 m/s	-0.242 rad/s
0.228 m/s	-0.286 rad/s
0.224 m/s	-0.229 rad/s
0.229 m/s	-0.367 rad/s
0.228 m/s	-0.343 rad/s
0.226 m/s	-0.252 rad/s
0.223 m/s	-0.215 rad/s
0.222 m/s	-0.126 rad/s
0.222 m/s	-0.275 rad/s
0.219 m/s	-0.16 rad/s
0.225 m/s	-0.206 rad/s
0.227 m/s	-0.275 rad/s
0.232 m/s	-0.402 rad/s
0.217 m/s	-0.148 rad/s
0.222 m/s	-0.228 rad/s
0.221 m/s	-0.161 rad/s
0.215 m/s	-0.183 rad/s
0.224 m/s	-0.229 rad/s
0.217 m/s	-0.08 rad/s
0.229 m/s	-0.171 rad/s
0.221 m/s	-0.115 rad/s
0.225 m/s	-0.16 rad/s
0.226 m/s	-0.206 rad/s
0.222 m/s	-0.141 rad/s
0.229 m/s	-0.13 rad/s
0.218 m/s	0.014 rad/s
0.228 m/s	-0.023 rad/s
0.224 m/s	-0.091 rad/s
0.217 m/s	0.046 rad/s
0.224 m/s	-0.206 rad/s
0.223 m/s	0.253 rad/s
0.227 m/s	-0.146 rad/s
0.221 m/s	0.068 rad/s
0.224 m/s	-0.092 rad/s
0.228 m/s	-0.114 rad/s
0.227 m/s	-0.183 rad/s
0.235 m/s	-0.252 rad/s
0.227 m/s	-0.218 rad/s
0.236 m/s	-0.285 rad/s
0.225 m/s	-0.253 rad/s
0.226 m/s	-0.25 rad/s
0.226 m/s	-0.229 rad/s
0.214 m/s	-0.206 rad/s
0.217 m/s	-0.123 rad/s
0.218 m/s	-0.247 rad/s
0.226 m/s	-0.23 rad/s
0.225 m/s	-0.182 rad/s
0.227 m/s	-0.275 rad/s
0.23 m/s	-0.298 rad/s
0.23 m/s	-0.442 rad/s
0.22 m/s	-0.173 rad/s
0.223 m/s	-0.114 rad/s
0.218 m/s	-0.366 rad/s
0.221 m/s	-0.206 rad/s
0.223 m/s	-0.161 rad/s
0.219 m/s	-0.08 rad/s
0.223 m/s	-0.15 rad/s
0.223 m/s	-0.206 rad/s
0.222 m/s	0.001 rad/s
0.227 m/s	-0.115 rad/s
0.22 m/s	-0.046 rad/s
0.229 m/s	-0.152 rad/s
0.219 m/s	0.132 rad/s
0.223 m/s	-0.115 rad/s
0.225 m/s	-0.023 rad/s
0.219 m/s	0.023 rad/s
0.234 m/s	-0.138 rad/s
0.226 m/s	0.01 rad/s
0.236 m/s	-0.052 rad/s
0.231 m/s	-0.182 rad/s
0.233 m/s	-0.16 rad/s
0.228 m/s	-0.297 rad/s
0.23 m/s	-0.252 rad/s
0.227 m/s	-0.333 rad/s
0.216 m/s	0.039 rad/s
0.227 m/s	-0.206 rad/s
0.223 m/s	-0.068 rad/s
0.217 m/s	-0.137 rad/s
0.231 m/s	-0.183 rad/s
0.216 m/s	0.023 rad/s
0.229 m/s	-0.309 rad/s
0.216 m/s	-0.126 rad/s
0.234 m/s	-0.549 rad/s
0.221 m/s	-0.16 rad/s
0.227 m/s	-0.229 rad/s
0.227 m/s	-0.321 rad/s
0.222 m/s	-0.214 rad/s
0.22 m/s	-0.151 rad/s
0.223 m/s	-0.073 rad/s
0.227 m/s	-0.179 rad/s
0.212 m/s	-0.252 rad/s
0.217 m/s	-0.092 rad/s
0.216 m/s	-0.081 rad/s
0.222 m/s	-0.124 rad/s
0.224 m/s	-0.16 rad/s
0.214 m/s	0.023 rad/s
0.229 m/s	-0.092 rad/s
0.223 m/s	-0.114 rad/s
0.232 m/s	-0.129 rad/s
0.224 m/s	-0.007 rad/s
0.224 m/s	0.0 rad/s
0.23 m/s	-0.115 rad/s
0.223 m/s	-0.069 rad/s
0.23 m/s	-0.206 rad/s
0.227 m/s	-0.133 rad/s
0.236 m/s	-0.169 rad/s
0.231 m/s	-0.092 rad/s
0.228 m/s	-0.114 rad/s
0.23 m/s	-0.115 rad/s
0.226 m/s	-0.069 rad/s
0.23 m/s	-0.298 rad/s
0.216 m/s	-0.094 rad/s
0.222 m/s	-0.158 rad/s
0.218 m/s	-0.138 rad/s
0.224 m/s	-0.137 rad/s
0.232 m/s	-0.435 rad/s
0.222 m/s	-0.138 rad/s
0.229 m/s	-0.346 rad/s
0.224 m/s	-0.127 rad/s
0.23 m/s	-0.343 rad/s
0.216 m/s	-0.16 rad/s
0.224 m/s	-0.137 rad/s
0.221 m/s	-0.114 rad/s
0.219 m/s	-0.105 rad/s
0.218 m/s	-0.171 rad/s
0.211 m/s	-0.091 rad/s
0.226 m/s	-0.229 rad/s
0.213 m/s	-0.092 rad/s
0.222 m/s	-0.092 rad/s
0.217 m/s	-0.191 rad/s
0.223 m/s	-0.078 rad/s
0.231 m/s	-0.275 rad/s
0.215 m/s	-0.046 rad/s
0.229 m/s	-0.137 rad/s
0.229 m/s	-0.183 rad/s
0.234 m/s	-0.086 rad/s
0.224 m/s	0.04 rad/s
0.226 m/s	0.0 rad/s
0.229 m/s	-0.046 rad/s
0.227 m/s	-0.091 rad/s
0.228 m/s	-0.16 rad/s
0.227 m/s	-0.006 rad/s
0.234 m/s	-0.215 rad/s
0.227 m/s	-0.116 rad/s
0.23 m/s	-0.141 rad/s
0.231 m/s	-0.087 rad/s
0.228 m/s	-0.022 rad/s
0.227 m/s	-0.128 rad/s
0.223 m/s	-0.172 rad/s
0.232 m/s	-0.343 rad/s
0.228 m/s	-0.252 rad/s
0.231 m/s	-0.366 rad/s
0.232 m/s	-0.435 rad/s
0.227 m/s	-0.233 rad/s
0.223 m/s	-0.222 rad/s
0.221 m/s	-0.09 rad/s
0.223 m/s	-0.206 rad/s
0.213 m/s	-0.0 rad/s
0.223 m/s	-0.022 rad/s
0.211 m/s	-0.099 rad/s
0.222 m/s	-0.127 rad/s
0.221 m/s	-0.251 rad/s
0.213 m/s	-0.092 rad/s
0.229 m/s	-0.341 rad/s
0.218 m/s	-0.262 rad/s
0.226 m/s	-0.286 rad/s
0.223 m/s	-0.114 rad/s
0.225 m/s	-0.114 rad/s
0.231 m/s	-0.228 rad/s
0.215 m/s	-0.0 rad/s
0.223 m/s	-0.116 rad/s
0.218 m/s	-0.021 rad/s
0.232 m/s	-0.068 rad/s
0.222 m/s	0.046 rad/s
0.229 m/s	-0.137 rad/s
0.226 m/s	-0.124 rad/s
0.23 m/s	-0.246 rad/s
0.231 m/s	-0.091 rad/s
0.229 m/s	-0.183 rad/s
0.235 m/s	-0.228 rad/s
0.232 m/s	-0.2 rad/s
0.229 m/s	-0.101 rad/s
0.228 m/s	-0.137 rad/s
0.233 m/s	-0.275 rad/s
0.234 m/s	-0.251 rad/s
0.23 m/s	-0.16 rad/s
0.229 m/s	-0.193 rad/s
0.222 m/s	-0.15 rad/s
0.225 m/s	-0.16 rad/s
0.216 m/s	-0.023 rad/s
0.221 m/s	-0.206 rad/s
0.216 m/s	-0.103 rad/s
0.224 m/s	-0.194 rad/s
0.209 m/s	-0.023 rad/s
0.224 m/s	-0.182 rad/s
0.225 m/s	-0.16 rad/s
0.22 m/s	-0.137 rad/s
0.224 m/s	-0.233 rad/s
0.218 m/s	-0.204 rad/s
0.227 m/s	-0.41 rad/s
0.217 m/s	-0.141 rad/s
0.223 m/s	-0.248 rad/s
0.217 m/s	-0.056 rad/s
0.221 m/s	-0.08 rad/s
0.223 m/s	-0.114 rad/s
0.215 m/s	0.068 rad/s
0.228 m/s	-0.137 rad/s
0.223 m/s	0.023 rad/s
0.236 m/s	-0.181 rad/s
0.23 m/s	-0.049 rad/s
0.231 m/s	-0.274 rad/s
0.238 m/s	-0.32 rad/s
0.226 m/s	-0.091 rad/s
0.234 m/s	-0.148 rad/s
0.228 m/s	-0.078 rad/s
0.232 m/s	-0.205 rad/s
0.228 m/s	-0.023 rad/s
0.232 m/s	-0.16 rad/s
0.231 m/s	-0.101 rad/s
0.23 m/s	-0.3 rad/s
0.228 m/s	-0.184 rad/s
0.223 m/s	-0.114 rad/s
0.226 m/s	-0.137 rad/s
0.223 m/s	-0.068 rad/s
0.222 m/s	-0.069 rad/s
0.22 m/s	-0.045 rad/s
0.222 m/s	-0.206 rad/s
0.221 m/s	-0.182 rad/s
0.218 m/s	-0.229 rad/s
0.221 m/s	-0.198 rad/s
0.228 m/s	-0.307 rad/s
0.225 m/s	-0.16 rad/s
0.217 m/s	-0.183 rad/s
0.223 m/s	-0.251 rad/s
0.217 m/s	0.008 rad/s
0.228 m/s	-0.246 rad/s
0.216 m/s	-0.069 rad/s
0.209 m/s	-0.023 rad/s
0.222 m/s	-0.228 rad/s
0.212 m/s	0.091 rad/s
0.22 m/s	-0.109 rad/s
0.225 m/s	-0.161 rad/s
0.233 m/s	-0.286 rad/s
0.231 m/s	-0.13 rad/s
0.232 m/s	-0.251 rad/s
0.234 m/s	-0.218 rad/s
0.235 m/s	-0.238 rad/s
0.229 m/s	-0.069 rad/s
0.223 m/s	-0.114 rad/s
0.226 m/s	-0.138 rad/s
0.215 m/s	-0.324 rad/s
0.233 m/s	-0.109 rad/s
0.23 m/s	-0.023 rad/s
0.236 m/s	-0.297 rad/s
0.23 m/s	-0.023 rad/s
0.23 m/s	-0.023 rad/s
0.226 m/s	-0.114 rad/s
Stopping...
Stopped.
